Titulo,Ano,Venue,VenueShort,Type,Authors,ISSN,Qualis
"Embedded Coding of Point Cloud Attributes.","2024","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","Journal","Victor F. Figueiredo;Ricardo L. de Queiroz;Philip A. Chou;Lucas S. Lopes","1070-9908","A1"
"SonquSim: Design and performance evaluation of an ECG and arrhythmia simulator for medical devices calibration.","2024","Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","EMBC","Conference","Ricardo Muñoz Quiroz;Javier Urbina Alarcón;Harold Aleman Ramirez;José Félix Rosales;Armando Flórez Troncos;Luis Diaz Leguizamón;Mauricio Córdova Torres;Sandra Pérez-Buitrago","-","A1"
"A Degradation-Robust Deep Learning Framework for MRI Brain Tumor Diagnosis.","2024","IEEE International Symposium on Biomedical Imaging (ISBI)","ISBI","Conference","Ricardo Bauchspiess;Mylène C. Q. Farias","-","A1"
"Embedded Bit-Stream Region-of-Interest Coding of Point Cloud Attributes.","2024","IEEE International Workshop on Multimedia Signal Processing (MMSP)","MMSP","Conference","Victor F. Figueiredo;Ricardo L. de Queiroz","-","A3"
"A Comparative Assessment of Implicit and Explicit Plenoptic Scene Representations.","2024","IEEE International Workshop on Multimedia Signal Processing (MMSP)","MMSP","Conference","Davi Rabbouni Freitas;Ricardo L. de Queiroz;Ioan Tabus;Christine Guillemot","-","A3"
"Motion-Compensated Predictive RAHT for Dynamic Point Clouds.","2023","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Journal","André L. Souto;Ricardo L. de Queiroz;Camilo C. Dorea","1057-7149","A1"
"The Harmonize Project And The EODCtHRS Architecture: An Earth Observation Data Cube Tuned For Health Response Systems.","2023","Brazilian Symposium on GeoInformatics (GEOINFO)","GEOINFO","Conference","Adeline M. Maciel;Marcos Lima Rodrigues;Yuri Nunes;Luana B. Luz;Ana Paula Dal'Asta;Gilberto Ribeiro de Queiroz;Karine Reis Ferreira;Sidnei J. S. Sant'Anna;Maria Isabel Sobral Escada;Ana Claudia R. Vitor;Christovam Barcellos;Cláudia T. Codeço;Diego Ricardo Xavier;Vanderlei P. Matos;Raphael de Freitas Saldanha;Abner Ernâni dos Anjos;Fabiana Zioti;Gabriel Sansigolo;Raphael W. Costa;Rennan F. B. Marujo;Lúbia Vinhas;Rachel Lowe;Antônio Miguel Vieira Monteiro","-","B1"
"Unsupervised feature selection method based on iterative similarity graph factorization and clustering by modularity.","2022","Expert Systems with Applications","Expert Syst. Appl.","Journal","Marcos de Souza Oliveira;Sérgio Ricardo de Melo Queiroz;Francisco de A. T. de Carvalho","0957-4174","A1"
"A text as unique as a fingerprint: Text analysis and authorship recognition in a Virtual Learning Environment of the Unified Health System in Brazil.","2022","Expert Systems with Applications","Expert Syst. Appl.","Journal","Marcella Andrade da Rocha;Philippi Sedir Grilo de Morais;Daniele Montenegro da Silva Barros;João Paulo Queiroz dos Santos;Sara Dias-Trindade;Ricardo Alexsandro de Medeiros Valentim","0957-4174","A1"
"Adaptive Context Modeling for Arithmetic Coding Using Perceptrons.","2022","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","Journal","Lucas S. Lopes;Philip A. Chou;Ricardo L. de Queiroz","1070-9908","A1"
"Fractional Super-Resolution of Voxelized Point Clouds.","2022","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Journal","Tomas M. Borges;Diogo C. Garcia;Ricardo L. de Queiroz","1057-7149","A1"
"Differential Transform for Video-Based Plenoptic Point Cloud Coding.","2022","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Journal","Diogo C. Garcia;Camilo C. Dorea;Renan U. B. Ferreira;Davi Rabbouni Freitas;Ricardo L. de Queiroz;Rogério Higa;Ismael Seidel;Vanessa Testoni","1057-7149","A1"
"On Quantization of Image Classification Neural Networks for Compression Without Retraining.","2022","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Marcos Tonin;Ricardo L. de Queiroz","-","A1"
"Generating Analysis Ready Data Collections for Brazil.","2022","IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","IGARSS","Conference","Rennan F. B. Marujo;Karine Reis Ferreira;Gilberto Ribeiro de Queiroz;Raphael W. Costa;Jeferson S. Arcanjo;Ricardo C. M. Souza","-","N/A"
"Geometry-Based Compression of Plenoptic Point Clouds.","2022","IEEE International Workshop on Multimedia Signal Processing (MMSP)","MMSP","Conference","Davi Rabbouni Freitas;Gustavo L. Sandri;Ricardo L. de Queiroz","-","A3"
"MentaLex: A Mental Processes Lexicon Based on the Essay Dataset.","2022","SGAI Conferences (SGAI)","SGAI Conf.","Conference","Francisco Supino Marcondes;Maria Araújo Barbosa;Ricardo Queiroz;Luis Brito;Adelino Gala;Dalila Durães","-","N/A"
"Heuristic Once Learning for Image & Text Duality Information Processing.","2022","International Conference on Ubiquitous Intelligence and Computing (UIC)","SmartWorld/UIC/ScalCom/DigitalTwin/PriComp/Meta","Conference","Weigang Li 0001;Luiz Martins;Nikson Ferreira;Christian Miranda;Lucas S. Althoff;Walner Pessoa;Mylène C. Q. Farias;Ricardo Jacobi;Mauricio Rincon","-","B1"
"Content validation and usability of a chatbot of guidelines for wound dressing.","2021","International Journal of Medical Informatics","Int. J. Medical Informatics","Journal","Geicianfran da Silva Lima Roque;Rafael Roque de Souza;José William Araújo do Nascimento;Amadeu Sá de Campos Filho;Sérgio Ricardo de Melo Queiroz;Isabel Cristina Ramos Vieira Santos","1386-5056","A2"
"Set Partitioning in Hierarchical Trees for Point Cloud Attribute Compression.","2021","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","Journal","André L. Souto;Victor F. Figueiredo;Philip A. Chou;Ricardo L. de Queiroz","1070-9908","A1"
"Multi-Resolution Intra-Predictive Coding Of 3d Point Cloud Attributes.","2021","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Eduardo Pavez;André L. Souto;Ricardo L. de Queiroz;Antonio Ortega","-","A1"
"Memory-Friendly Segmentation Refinement for Video-Based Point Cloud Compression.","2021","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Ismael Seidel;Davi Rabbouni Freitas;Camilo C. Dorea;Diogo C. Garcia;Renan U. B. Ferreira;Rogério Higa;Ricardo L. de Queiroz;Vanessa Testoni","-","A1"
"Benchmarking Neural Networks Activation Functions for Cancer Detection.","2021","International Conference on Human Interaction and Emerging Technologies (IHIET)","IHIET","Conference","Miguel Angel Quiroz Martinez;Josue Ricardo Borja Vernaza;Daniel Humberto Plua Moran;Maikel Yelandi Leyva Vazquez","-","B2"
"Multi-resolution intra-predictive coding of 3D point cloud attributes.","2021","Computing Research Repository (CoRR)","CoRR","Journal","Eduardo Pavez;André L. Souto;Ricardo L. de Queiroz;Antonio Ortega","-","N/A"
"Model-Centric Volumetric Point Cloud Attributes.","2021","Computing Research Repository (CoRR)","CoRR","Journal","Ricardo L. de Queiroz;Camilo C. Dorea;Davi Rabbouni Freitas;Maja Krivokuca;Gustavo L. Sandri","-","N/A"
"Towards robustness under occlusion for face recognition.","2021","Computing Research Repository (CoRR)","CoRR","Journal","Tomas M. Borges;Teófilo E. de Campos;Ricardo L. de Queiroz","-","N/A"
"Robust μ-synthesis: Towards a unified glucose control in adults, adolescents and children with T1DM.","2020","Journal of the Franklin Institute","J. Frankl. Inst.","Journal","Eduardo Ruiz-Velázquez;Julio Alberto García-Rodríguez;Griselda Quiroz;Ricardo Femat","0016-0032","A1"
"Isotropic and anisotropic filtering norm-minimization: A generalization of the TV and TGV minimizations using NESTA.","2020","Signal Processing: Image Communication","Signal Process. Image Commun.","Journal","Jonathan A. Lima;Felipe Batista da Silva;Ricardo von Borries;Cristiano Jacques Miosso;Mylène C. Q. Farias","0923-5965","A2"
"Geometry Coding for Dynamic Voxelized Point Clouds Using Octrees and Multiple Contexts.","2020","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Journal","Diogo C. Garcia;Tiago A. da Fonseca;Renan U. Ferreira;Ricardo L. de Queiroz","1057-7149","A1"
"Adaptive Block Partitioning of Point Clouds for Video-Based Color Compression.","2020","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Camilo C. Dorea;Ricardo L. de Queiroz","-","A1"
"Lossy Point Cloud Geometry Compression Via Dyadic Decomposition.","2020","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Davi Rabbouni Freitas;Eduardo Peixoto;Ricardo L. de Queiroz;Edil Medeiros","-","A1"
"On Predictive RAHT For Dynamic Point Cloud Coding.","2020","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","André L. Souto;Ricardo L. de Queiroz","-","A1"
"Saliency Maps for Point Clouds.","2020","IEEE International Workshop on Multimedia Signal Processing (MMSP)","MMSP","Conference","Victor F. Figueiredo;Gustavo L. Sandri;Ricardo L. de Queiroz;Philip A. Chou","-","A3"
"Association Between Fractional Amplitude of Low-Frequency Spontaneous Fluctuation and Degree Centrality in Children and Adolescents.","2019","Brain Connectivity","Brain Connect.","Journal","João Ricardo Sato;Claudinei Eduardo Biazoli Jr.;Luciana Monteiro Moura;Nicolas Crossley;André Zugman;Felipe Almeida Picon;Marcelo Queiroz Hoexter;Edson Amaro Jr.;Euripedes Constantino Miguel;Luis Augusto Rohde;Rodrigo Affonseca Bressan;Andrea Parolin Jackowski","2158-0014","A2"
"Integer Alternative for the Region-Adaptive Hierarchical Transform.","2019","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","Journal","Gustavo L. Sandri;Philip A. Chou;Maja Krivokuca;Ricardo L. de Queiroz","1070-9908","A1"
"Compression of Plenoptic Point Clouds.","2019","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Journal","Gustavo L. Sandri;Ricardo L. de Queiroz;Philip A. Chou","1057-7149","A1"
"Map Point Optimization in Keyframe-Based SLAM using Covisibility Graph and Information Fusion.","2019","International Conference on Advanced Robotics (ICAR)","ICAR","Conference","Edison Kleiber T. Concha;Diego Pittol;Ricardo Westhauser;Mariana Luderitz Kolberg;Renan Maffei;Edson Prestes","-","A3"
"Local Texture and Geometry Descriptors for Fast Block-Based Motion Estimation of Dynamic Voxelized Point Clouds.","2019","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Camilo C. Dorea;Edson M. Hung;Ricardo L. de Queiroz","-","A1"
"Point Cloud Compression Incorporating Region of Interest Coding.","2019","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Gustavo L. Sandri;Victor F. Figueiredo;Philip A. Chou;Ricardo L. de Queiroz","-","A1"
"Foreword to the Special Section on SIBGRAPI 2018.","2018","Computers &#38; Graphics","Comput. Graph.","Journal","Arun Ross;Eduardo Simoes Lopes Gastal;Joaquim A. Jorge;Ricardo L. de Queiroz","0097-8493","A2"
"Solving task allocation problem in multi Unmanned Aerial Vehicles systems using Swarm intelligence.","2018","Engineering Applications of Artificial Intelligence","Eng. Appl. Artif. Intell.","Journal","Janaina Schwarzrock;Iulisloi Zacarias;Ana L. C. Bazzan;Ricardo Queiroz de Araujo Fernandes;Leonardo Henrique Moreira;Edison Pignaton de Freitas","0952-1976","A1"
"An Empirical Comparison of Meta- and Mega-Analysis With Data From the ENIGMA Obsessive-Compulsive Disorder Working Group.","2018","Frontiers in Neuroinformatics","Frontiers Neuroinformatics","Journal","Premika S. W. Boedhoe;Martijn W. Heymans;Lianne Schmaal;Yoshinari Abe;Pino Alonso;Stephanie H. Ameis;Alan Anticevic;Paul D. Arnold;Marcelo C. Batistuzzo;Francesco Benedetti;Jan Carl Beucke;Irene Bollettini;Anushree Bose;Silvia Brem;Anna Calvo;Rosa Calvo;Yuqi Cheng;Kang Ik Kevin Cho;Valentina Ciullo;Sara Dallaspezia;Damiaan Denys;Jamie D. Feusner;Kate Dimond Fitzgerald;Jean-Paul Fouche;Egill A. Fridgeirsson;Patricia Gruner;Gregory L. Hanna;Derrek P. Hibar;Marcelo Queiroz Hoexter;Hao Hu;Chaim Huyser;Neda Jahanshad;Anthony James;Norbert Kathmann;Christian Kaufmann;Kathrin Koch;Jun Soo Kwon;Luisa Lazaro;Christine Lochner;Rachel Marsh;Ignacio Martínez-Zalacaín;David Mataix-Cols;José Manuel Menchón;Luciano Minuzzi;Astrid Morer;Takashi Nakamae;Tomohiro Nakao;Janardhanan C. Narayanaswamy;Seiji Nishida;Erika L. Nurmi;Joseph O'Neill;John Piacentini;Fabrizio Piras;Federica Piras;Y. C. Janardhan Reddy;Tim Jonas Reess;Yuki Sakai;João R. Sato;H. Blair Simpson;Noam Soreni;Carles Soriano-Mas;Gianfranco Spalletta;Michael C. Stevens 0001;Philip R. Szeszko;David F. Tolin;Guido A. van Wingen;Ganesan Venkatasubramanian;Susanne Walitza;Zhen Wang 0015;Je-Yeon Yun;ENIGMA-OCD Working-Group;Paul M. Thompson;Dan J. Stein;Odile A. van den Heuvel;Jos W. R. Twisk","-","N/A"
"Distance-Based Probability Model for Octree Coding.","2018","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","Journal","Ricardo L. de Queiroz;Diogo C. Garcia;Philip A. Chou;Dinei A. F. Florêncio","1070-9908","A1"
"Enhancing Mobile Military Surveillance Based on Video Streaming by Employing Software Defined Networks.","2018","Wireless Communications and Mobile Computing","Wirel. Commun. Mob. Comput.","Journal","Iulisloi Zacarias;Janaina Schwarzrock;Luciano Paschoal Gaspary;Andersonn Kohl;Ricardo Queiroz de Araujo Fernandes;Jorgito M. Stocchero;Edison Pignaton de Freitas","1530-8677","A3"
"Evaluation of Different Types of Filters in Magnetic Resonance Imaging Using Compressive Sensing with Pre-Filtering.","2018","Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","EMBC","Conference","Jonathan A. Lima;Cristiano Jacques Miosso;Mylène C. Q. Farias;Ricardo von Borries","-","A1"
"A Performance Comparison Between two GIS Multi-Criteria Decision Aid methods: a Case Study of Desertification Evaluation.","2018","Brazilian Symposium on GeoInformatics (GEOINFO)","GEOINFO","Conference","Heithor Alexandre de Araujo Queiroz;Bruno Cardoso Dantas;Cicero Fidelis da Silva Neto;Thiago Emmanuel Pereira;Ricardo da Cunha Correia Lima","-","B1"
"Block-Based Motion Estimation Speedup for Dynamic Voxelized Point Clouds.","2018","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Camilo C. Dorea;Ricardo L. de Queiroz","-","A1"
"Example-Based Super-Resolution for Point-Cloud Video.","2018","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Diogo C. Garcia;Tiago A. da Fonseca;Ricardo L. de Queiroz","-","A1"
"Intra-Frame Context-Based Octree Coding for Point-Cloud Geometry.","2018","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Diogo C. Garcia;Ricardo L. de Queiroz","-","A1"
"Compression of Plenoptic Point Clouds Using the Region-Adaptive Hierarchical Transform.","2018","IEEE International Conference on Image Processing (ICIP)","ICIP","Conference","Gustavo L. Sandri;Ricardo L. de Queiroz;Philip A. Chou","-","A1"
"Combining Software-Defined and Delay-Tolerant Approaches in Last-Mile Tactical Edge Networking.","2017","IEEE Communications Magazine","IEEE Commun. Mag.","Journal","Iulisloi Zacarias;Luciano Paschoal Gaspary;Andersonn Kohl;Ricardo Queiroz de Araujo Fernandes;Jorgito M. Stocchero;Edison Pignaton de Freitas","0163-6804","A1"
"A Quality-of-Content-Based Joint Source and Channel Coding for Human Detections in a Mobile Surveillance Cloud.","2017","IEEE Transactions on Circuits and Systems for Video Technology","IEEE Trans. Circuits Syst. Video Technol.","Journal","Xiang Chen 0003;Jenq-Neng Hwang;De Meng;Kuan-Hui Lee;Ricardo L. de Queiroz;Fu-Ming Yeh","1051-8215","A1"
"Attention-Weighted Texture and Depth Bit-Allocation in General-Geometry Free-Viewpoint Television.","2017","IEEE Transactions on Circuits and Systems for Video Technology","IEEE Trans. Circuits Syst. Video Technol.","Journal","Camilo C. Dorea;Ricardo L. de Queiroz","1051-8215","A1"
"Transform Coding for Point Clouds Using a Gaussian Process Model.","2017","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Journal","Ricardo L. de Queiroz;Philip A. Chou","1057-7149","A1"
